## 1
## 반면 한국을 이긴 일본은 2승1패를 기록했다 .
## 반면 <한국:ORG>을 이긴 <일본:ORG>은 <2승:NOH><1패:NOH>를 기록했다 .
반면	반면	NNG	O
_	_	_	O
이끌	이끌	VV	O
었	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 351
## 대표팀 사령탑으로 신치용 삼성화재 감독이 지휘하는 첫 경기
## 대표팀 사령탑으로 <신치용:PER> <삼성화재:ORG> 감독이 지휘하는 첫 경기
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
사령탑	사령탑	NNG	O
으로	으로	JKB	O
_	_	_	O
신치용	신치용	NNP	B-PER
_	_	_	O
삼성화재	삼성화재	NNP	B-ORG
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
지휘하	지휘하	VV	O
는	는	ETM	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
경기	경기	NNG	O

## 352
## 편애리도 제주 출신으로 유리한 조건을 갖췄지만 샷의 일관성에선 조영란이 우위에 있다 .
## <편애리:PER>도 <제주:LOC> 출신으로 유리한 조건을 갖췄지만 샷의 일관성에선 <조영란:PER>이 우위에 있다 .
편애	편애	NNG	B-PER
리	리	NNB	I-PER
도	도	JX	O
_	_	_	O
제주	제주	NNP	B-LOC
_	_	_	O
출신	출신	NNG	O
으로	으로	JKB	O
_	_	_	O
유리한	유리하+ㄴ	VA+ETM	O
_	_	_	O
조건	조건	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖추	VV	O
췄	었	EP	O
지만	지만	EC	O
_	_	_	O
샷	샷	NNG	O
의	의	JKG	O
_	_	_	O
일관성	일관성	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
조영란	조영란	NNP	B-PER
이	이	JKS	O
_	_	_	O
우위	우위	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 353
## 선두는 페테르손이었다 .
## 선두는 <페테르손:PER>이었다 .
선두	선두	NNG	O
는	는	JX	O
_	_	_	O
페테르	페테르	NNP	B-PER
손	손	NNG	I-PER
이	이	VCP	O
었	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 354
## 챔피언 퍼팅을 마친 후 장정 .
## 챔피언 퍼팅을 마친 후 <장정:PER> .
챔피언	챔피언	NNG	O
_	_	_	O
퍼팅	퍼팅	NNG	O
을	을	JKO	O
_	_	_	O
마친	마치+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
장정	장정	NNG	B-PER
_	_	_	O
.	.	SF	O

## 355
## 이탈리아 .
## <이탈리아:ORG> .
이탈리아	이탈리아	NNP	B-ORG
_	_	_	O
.	.	SF	O

## 356
## [골프] 고박사의 이것만은 지킵시다
## [골프] <고:PER>박사의 이것만은 지킵시다
[	[	SS	O
골프	골프	NNG	O
]	]	SS	O
_	_	_	O
고	고	NNP	B-PER
박사	박사	NNG	O
의	의	JKG	O
_	_	_	O
이것	이것	NP	O
만	만	JX	O
은	은	JX	O
_	_	_	O
지킵시다	지키+ㅂ시다	VV+EF	O

## 357
## 대회가 열렸던 시카고주 쾰러시의 휘슬링 스트레이츠라는 골프장에는 약 1400여 개의 벙커가 있었다 .
## 대회가 열렸던 <시카고주:LOC> <쾰러시:LOC>의 <휘슬링 스트레이츠:LOC>라는 골프장에는 약 <1400여 개:NOH>의 벙커가 있었다 .
대회	대회	NNG	O
가	가	JKS	O
_	_	_	O
열	열리	VV	O
렸	었	EP	O
던	던	ETM	O
_	_	_	O
시카고주	시카고주	NNP	B-LOC
_	_	_	O
쾰러	쾰러	NNP	B-LOC
시	시	NNG	I-LOC
의	의	JKG	O
_	_	_	O
휘슬	휘슬	NNG	B-LOC
링	링	NNG	I-LOC
_	_	_	I-LOC
스트레이츠	스트레이츠+이	NNP+VCP	I-LOC
라는	라는	ETM	O
_	_	_	O
골프장	골프장	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
약	약	MM	O
_	_	_	O
1400	1400	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
벙커	벙커	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 358
## 올시즌 잔여 경기 출전도 어렵게 됐고 그가 일생의 목표로 삼고 있는 ‘황금곰’ 잭 니클로스의 메이저 최다승(18승)을 깨는 것도 늦춰지게 됐다 .
## 올시즌 잔여 경기 출전도 어렵게 됐고 그가 일생의 목표로 삼고 있는 ‘황금곰’ <잭 니클로스:PER>의 메이저 최다승(<18승:NOH>)을 깨는 것도 늦춰지게 됐다 .
올	올	NNG	O
시즌	시즌	NNG	O
_	_	_	O
잔여	잔여	NNG	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
출전	출전	NNG	O
도	도	JX	O
_	_	_	O
어렵	어렵	VA	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
고	고	EC	O
_	_	_	O
그	그	NP	O
가	가	JKS	O
_	_	_	O
일생	일생	NNG	O
의	의	JKG	O
_	_	_	O
목표	목표	NNG	O
로	로	JKB	O
_	_	_	O
삼	삼	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
황금	황금	NNG	O
곰	곰	NNG	O
’	’	SS	O
_	_	_	O
잭	잭	NNP	B-PER
_	_	_	I-PER
니클로스	니클로스	NNP	I-PER
의	의	JKG	O
_	_	_	O
메이저	메이저	NNG	O
_	_	_	O
최	최	XPN	O
다승	다승	NNG	O
(	(	SS	O
18	18	SN	B-NOH
승	승	NNB	I-NOH
)	)	SS	O
을	을	JKO	O
_	_	_	O
깨	깨	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
늦춰	늦추+어	VV+EC	O
지	지	VX	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 359
## 우즈는 이 대회 우승으로 ‘골프’가 아닌 ‘세계’를 바꿔 놓았다 .
## <우즈:PER>는 이 대회 우승으로 ‘골프’가 아닌 ‘세계’를 바꿔 놓았다 .
우즈	우즈	NNP	B-PER
는	는	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
대회	대회	NNG	O
_	_	_	O
우승	우승	NNG	O
으로	으로	JKB	O
_	_	_	O
‘	‘	SS	O
골프	골프	NNG	O
’	’	SS	O
가	가	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
‘	‘	SS	O
세계	세계	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
바꿔	바꾸+어	VV+EC	O
_	_	_	O
놓	놓	VX	O
았	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 360
## 우즈의 스코어는 12언더파였다 .
## <우즈:PER>의 스코어는 <12언더파:NOH>였다 .
우즈	우즈	NNP	B-PER
의	의	JKG	O
_	_	_	O
스코어	스코어	NNG	O
는	는	JX	O
_	_	_	O
12	12	SN	B-NOH
언더파	언더파+이	NNG+VCP	I-NOH
였	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 361
## 매리언은 현재 '선수 옵션(Player Option)'을 갖고있다 .
## <매리언:ORG>은 현재 '선수 옵션(Player Option)'을 갖고있다 .
매리언	매리언	NNP	B-ORG
은	은	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
'	'	SS	O
선수	선수	NNG	O
_	_	_	O
옵션	옵션	NNG	O
(	(	SS	O
Player	Player	SL	O
_	_	_	O
Option	Option	SL	O
)	)	SS	O
'	'	SS	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
있	있	VX	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 362
## 과연 마이애미와 매리언이 어떤 선택을 할지 귀추가 주목된다 .
## 과연 <마이애미:ORG>와 <매리언:ORG>이 어떤 선택을 할지 귀추가 주목된다 .
과연	과연	MAG	O
_	_	_	O
마이애미	마이애미	NNP	B-ORG
와	와	JC	O
_	_	_	O
매리언	매리언	NNP	B-ORG
이	이	JKS	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
선택	선택	NNG	O
을	을	JKO	O
_	_	_	O
할지	하+ㄹ지	VV+EC	O
_	_	_	O
귀추	귀추	NNG	O
가	가	JKS	O
_	_	_	O
주목된다	주목되+ㄴ다	VV+EC	O
_	_	_	O
.	.	SF	O

## 363
## 최단신 선수는 177.8cm의 카림 스미스이다 .
## 최단신 선수는 <177.8cm:NOH>의 <카림 스미스:PER>이다 .
최	최	XPN	O
단신	단신	NNG	O
_	_	_	O
선수	선수	NNG	O
는	는	JX	O
_	_	_	O
177.8	177.8	SN	B-NOH
cm	cm	SL	I-NOH
의	의	JKG	O
_	_	_	O
카림	카림	NNP	B-PER
_	_	_	I-PER
스미스	스미스	NNP	I-PER
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 364
## 지은희(22:휠라코리아)가 미국 여자프로골프(LPGA) 투어 진출 2년 만에 감격의 첫 우승을 따냈다 .
## <지은희:PER>(22:<휠라코리아:ORG>)가 <미국:LOC> 여자프로골프(<LPGA:POH>) 투어 진출 <2년:NOH> 만에 감격의 첫 우승을 따냈다 .
지은희	지은희	NNP	B-PER
(	(	SS	O
22	22	SN	O
:	:	SP	O
휠라코리아	휠라코리아	NNP	B-ORG
)	)	SS	O
가	가	JKS	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
여자	여자	NNG	O
프로	프로	NNG	O
골프	골프	NNG	O
(	(	SS	O
LPGA	LPGA	SL	B-POH
)	)	SS	O
_	_	_	O
투어	투어	NNG	O
_	_	_	O
진출	진출	NNG	O
_	_	_	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
감격	감격	NNG	O
의	의	JKG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
따	따+아	VV+EC	O
냈	내+었	VX+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 365
## 3라운드 때 행운의 이글을 선사했던 1번 홀(파4) 버디에 이어 3번(파4), 4번 홀(파5)에서 잇따라 버디를 뽑아낸 지은희는 제자리걸음을 한 페테르센을 금세 따라잡았다 .
## <3라운드:NOH> 때 행운의 이글을 선사했던 <1번:NOH> 홀(<파4:NOH>) 버디에 이어 <3번:NOH>(<파4:NOH>), <4번:NOH> 홀(<파5:NOH>)에서 잇따라 버디를 뽑아낸 <지은희:PER>는 제자리걸음을 한 <페테르센:PER>을 금세 따라잡았다 .
3	3	SN	B-NOH
라운드	라운드	NNG	I-NOH
_	_	_	O
때	때	NNG	O
_	_	_	O
행운	행운	NNG	O
의	의	JKG	O
_	_	_	O
이글	이글	NNG	O
을	을	JKO	O
_	_	_	O
선사	선사하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
1	1	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
홀	홀	NNG	O
(	(	SS	O
파	파	NNG	B-NOH
4	4	SN	I-NOH
)	)	SS	O
_	_	_	O
버디	버디	NNG	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
3	3	SN	B-NOH
번	번	NNB	I-NOH
(	(	SS	O
파	파	NNG	B-NOH
4	4	SN	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
4	4	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
홀	홀	NNG	O
(	(	SS	O
파	파	NNG	B-NOH
5	5	SN	I-NOH
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
잇따	잇따르	VV	O
라	아	EC	O
_	_	_	O
버디	버디	NNG	O
를	를	JKO	O
_	_	_	O
뽑아낸	뽑아내+ㄴ	VV+ETM	O
_	_	_	O
지은희	지은희	NNP	B-PER
는	는	JX	O
_	_	_	O
제자리걸음	제자리걸음	NNG	O
을	을	JKO	O
_	_	_	O
한	한	NNP	O
_	_	_	O
페테르	페테르	NNP	B-PER
센	센	NNP	I-PER
을	을	JKO	O
_	_	_	O
금세	금세	MAG	O
_	_	_	O
따라잡	따라잡	VV	O
았	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 366
## 1타 차로 경기를 뒤집은 지은희는 17번 홀(파5)에서 페테르센이 4m 버디를 집어넣자 3m 버디로 응수했고, 18번 홀(파4)에서는 오른쪽 러프에서 그린에 볼을 올린 뒤 파를 지켜내 보기로 홀아웃한 페테르센에 2타 차 완승을 거뒀다 .
## <1타:NOH> 차로 경기를 뒤집은 <지은희:PER>는 <17번:NOH> 홀(<파5:NOH>)에서 <페테르센:PER>이 <4m:NOH> 버디를 집어넣자 <3m:NOH> 버디로 응수했고, <18번:NOH> 홀(<파4:NOH>)에서는 오른쪽 러프에서 그린에 볼을 올린 뒤 파를 지켜내 보기로 홀아웃한 <페테르센:PER>에 <2타:NOH> 차 완승을 거뒀다 .
1	1	SN	B-NOH
타	타	NNG	I-NOH
_	_	_	O
차	차	NNG	O
로	로	JKB	O
_	_	_	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
뒤집	뒤집	VV	O
은	은	ETM	O
_	_	_	O
지은희	지은희	NNP	B-PER
는	는	JX	O
_	_	_	O
17	17	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
홀	홀	NNG	O
(	(	SS	O
파	파	NNG	B-NOH
5	5	SN	I-NOH
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
페테르	페테르	NNP	B-PER
센	센	NNP	I-PER
이	이	VCP	O
_	_	_	O
4	4	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
버디	버디	NNG	O
를	를	JKO	O
_	_	_	O
집어넣	집어넣	VV	O
자	자	EC	O
_	_	_	O
3	3	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
버디	버디	NNG	O
로	로	JKB	O
_	_	_	O
응수	응수하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
18	18	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
홀	홀	NNG	O
(	(	SS	O
파	파	NNG	B-NOH
4	4	SN	I-NOH
)	)	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
오른쪽	오른쪽	NNG	O
_	_	_	O
러프	러프	NNG	O
에서	에서	JKB	O
_	_	_	O
그린	그린	NNG	O
에	에	JKB	O
_	_	_	O
볼	볼	NNG	O
을	을	JKO	O
_	_	_	O
올린	올리+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
파	파	NNG	O
를	를	JKO	O
_	_	_	O
지켜	지키+어	VV+EC	O
내	내	VX	O
_	_	_	O
보	보	VX	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
홀	홀	NNG	O
아웃	아웃	NNG	O
한	한	NNP	O
_	_	_	O
페테르	페테르	NNP	B-PER
센	센	NNP	I-PER
에	에	JKB	O
_	_	_	O
2	2	SN	B-NOH
타	타	NNG	I-NOH
_	_	_	O
차	차	NNB	O
_	_	_	O
완승	완승	NNG	O
을	을	JKO	O
_	_	_	O
거	거두	VV	O
뒀	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 367
## 경기 가평종고 2학년에 다니던 2003년에는 프로대회인 김영주골프여자오픈에서 준우승을 차지한 데 이어 엑스캔버스오픈에서는 당시 박세리(31)와 맞대결에서 밀리지 않는 플레이로 유명해졌다 .
## <경기 가평종고:ORG> <2학년:NOH>에 다니던 <2003년:DAT>에는 프로대회인 <김영주골프여자오픈:POH>에서 준우승을 차지한 데 이어 <엑스캔버스오픈:POH>에서는 당시 <박세리:PER>(<31:NOH>)와 맞대결에서 밀리지 않는 플레이로 유명해졌다 .
경기	경기	NNP	B-ORG
_	_	_	I-ORG
가평	가평	NNP	I-ORG
종고	종고	NNG	I-ORG
_	_	_	O
2	2	SN	B-NOH
학년	학년	NNG	I-NOH
에	에	JKB	O
_	_	_	O
다니	다니	VV	O
던	던	ETM	O
_	_	_	O
2003	2003	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
프로	프로	NNG	O
대회	대회	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
김영주	김영주	NNP	B-POH
골프	골프	NNG	I-POH
여자	여자	NNG	I-POH
오픈	오픈	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
준우승	준우승	NNG	O
을	을	JKO	O
_	_	_	O
차지한	차지하+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
엑스캔버스	엑스캔버스	NNP	B-POH
오픈	오픈	NNG	I-POH
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
박세리	박세리	NNP	B-PER
(	(	SS	O
31	31	SN	B-NOH
)	)	SS	O
와	와	JKB	O
_	_	_	O
맞대결	맞대결	NNG	O
에서	에서	JKB	O
_	_	_	O
밀리	밀리	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
플레이	플레이	NNG	O
로	로	JKB	O
_	_	_	O
유명해	유명하	VA	O
졌	여+지+었	EC+VX+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 368
## 2수잔 페테르센-14274(70-65 67-72)
## <2:NOH><수잔 페테르센:PER>-<14274:NOH>(<70-65:NOH> <67-72:NOH>)
2	2	SN	B-NOH
수잔	수잔	NNP	B-PER
_	_	_	I-PER
페테르	페테르	NNP	I-PER
센	세+ㄴ	VA+ETM	I-PER
-	-	SO	O
14274	14274	SN	B-NOH
(	(	SS	O
70	70	SN	B-NOH
-	-	SO	I-NOH
65	65	SN	I-NOH
_	_	_	O
67	67	SN	B-NOH
-	-	SO	I-NOH
72	72	SN	I-NOH
)	)	SS	O

## 369
## 로레이나 오초아 (72-70 68-69)
## <로레이나 오초아:PER> (<72-70:NOH> <68-69:NOH>)
로레	로레	NNP	B-PER
이나	이나	JC	I-PER
_	_	_	I-PER
오초아	오초아	NNP	I-PER
_	_	_	O
(	(	SS	O
72	72	SN	B-NOH
-	-	SO	I-NOH
70	70	SN	I-NOH
_	_	_	O
68	68	SN	B-NOH
-	-	SO	I-NOH
69	69	SN	I-NOH
)	)	SS	O

## 370
## 브라이언트-제임스 등, 美 농구 드림팀 12명 최종 확정
## <브라이언트:PER>-<제임스:PER> 등, <美:LOC> 농구 드림팀 <12명:NOH> 최종 확정
브라이언트	브라이언트	NNP	B-PER
-	-	SO	O
제임스	제임스	NNP	B-PER
_	_	_	O
등	등	NNB	O
,	,	SP	O
_	_	_	O
美	美	SH	B-LOC
_	_	_	O
농구	농구	NNG	O
_	_	_	O
드림	드림	NNG	O
팀	팀	NNG	O
_	_	_	O
12	12	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
최종	최종	NNG	O
_	_	_	O
확정	확정	NNG	O

## 371
## 이들 12명 가운데 동메달에 그친 지난 2000년 아테네 올림픽 당시 멤버는 제임스를 비롯해 앤서이니, 웨이드, 보쉬 등 단 4명 뿐이다 .
## 이들 <12명:NOH> 가운데 동메달에 그친 지난 <2000년:DAT> <아테네 올림픽:POH> 당시 멤버는 <제임스:PER>를 비롯해 <앤서이니:PER>, <웨이드:PER>, <보쉬:PER> 등 단 <4명:NOH> 뿐이다 .
이	이	NP	O
들	들	XSN	O
_	_	_	O
12	12	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
동메달	동메달	NNG	O
에	에	JKB	O
_	_	_	O
그친	그치+ㄴ	VV+ETM	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2000	2000	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
아테네	아테네	NNP	B-POH
_	_	_	I-POH
올림픽	올림픽	NNG	I-POH
_	_	_	O
당시	당시	NNG	O
_	_	_	O
멤버	멤버	NNG	O
는	는	JX	O
_	_	_	O
제임스	제임스	NNP	B-PER
를	를	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
앤서	앤서	NNG	B-PER
이	이	VCP	I-PER
니	니	EC	I-PER
,	,	SP	O
_	_	_	O
웨이드	웨이드	NNP	B-PER
,	,	SP	O
_	_	_	O
보쉬	보쉬	NNP	B-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
단	단	MAG	O
_	_	_	O
4	4	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
뿐	뿐	NNB	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 372
## 브라이언트는 2000년 시드니 올림픽 당시 개인사정 때문에 출전을 포기한데 이어 2004년 아테네 올림픽때는 성폭행 사건에 연루돼 대표팀에 들어가지 못했다 .
## <브라이언트:PER>는 <2000년:DAT> <시드니 올림픽:POH> 당시 개인사정 때문에 출전을 포기한데 이어 <2004년:DAT> <아테네 올림픽:POH>때는 성폭행 사건에 연루돼 대표팀에 들어가지 못했다 .
브라이언트	브라이언트	NNP	B-PER
는	는	JX	O
_	_	_	O
2000	2000	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
시드니	시드니	NNP	B-POH
_	_	_	I-POH
올림픽	올림픽	NNG	I-POH
_	_	_	O
당시	당시	NNG	O
_	_	_	O
개인	개인	NNG	O
사정	사정	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
출전	출전	NNG	O
을	을	JKO	O
_	_	_	O
포기한	포기하+ㄴ	VV+ETM	O
데	데	NNB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
2004	2004	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
아테네	아테네	NNP	B-POH
_	_	_	I-POH
올림픽	올림픽	NNG	I-POH
때	때	NNG	O
는	는	JX	O
_	_	_	O
성폭행	성폭행	NNG	O
_	_	_	O
사건	사건	NNG	O
에	에	JKB	O
_	_	_	O
연루돼	연루되+어	VV+EC	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
에	에	JKB	O
_	_	_	O
들어가	들어가	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 373
## 코치로서 명예의 전당에 헌액된 듀크대 마이크 크르지쥬스키 대표팀 감독은 “33명에서 12명으로 압축하는 과정이 무척 힘들었다 .
## 코치로서 명예의 전당에 헌액된 <듀크대:ORG> <마이크 크르지쥬스키:PER> 대표팀 감독은 “<33명:NOH>에서 <12명:NOH>으로 압축하는 과정이 무척 힘들었다 .
코치	코치	NNG	O
로서	로서	JKB	O
_	_	_	O
명예	명예	NNG	O
의	의	JKG	O
_	_	_	O
전당	전당	NNG	O
에	에	JKB	O
_	_	_	O
헌액	헌액	NNG	O
된	되+ㄴ	XSV+ETM	O
_	_	_	O
듀크대	듀크대	NNP	B-ORG
_	_	_	O
마이크	마이크	NNG	B-PER
_	_	_	I-PER
크르지쥬스	크르지쥬스+하	NNG+XSV	I-PER
키	기	ETN	I-PER
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
33	33	SN	B-NOH
명	명	NNB	I-NOH
에서	에서	JKB	O
_	_	_	O
12	12	SN	B-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
압축하	압축하	VV	O
는	는	ETM	O
_	_	_	O
과정	과정	NNG	O
이	이	JKS	O
_	_	_	O
무척	무척	MAG	O
_	_	_	O
힘들	힘들	VA	O
었	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 374
## 올해도 1~2언더파로 출발할 듯 .
## 올해도 <1:NOH>~<2언더파:NOH>로 출발할 듯 .
올해	올해	NNG	O
도	도	JX	O
_	_	_	O
1	1	SN	B-NOH
~	~	SO	O
2	2	SN	B-NOH
언더	언더	NNG	I-NOH
파	파	NNG	I-NOH
로	로	JKB	O
_	_	_	O
출발할	출발하+ㄹ	VV+ETM	O
_	_	_	O
듯	듯	NNB	O
_	_	_	O
.	.	SF	O

## 375
## 폴라 크리머(미국)는 아직 메이저 우승이 없다 .
## <폴라 크리머:PER>(<미국:LOC>)는 아직 메이저 우승이 없다 .
폴라	폴라	NNP	B-PER
_	_	_	I-PER
크리머	크리머	NNP	I-PER
(	(	SS	O
미국	미국	NNP	B-LOC
)	)	SS	O
는	는	JX	O
_	_	_	O
아직	아직	MAG	O
_	_	_	O
메이저	메이저	NNG	O
_	_	_	O
우승	우승	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 376
## 미국은 야심차게 슈세프스키 감독을 대표팀 사령탑에 앉히고 상비군 시스템을 도입한 지난 2006년 세계선수권 대회에서도 우승에 실패하자 큰 충격을 받았다 .
## <미국:LOC>은 야심차게 <슈세프스키:PER> 감독을 대표팀 사령탑에 앉히고 상비군 시스템을 도입한 지난 <2006년:DAT> 세계선수권 대회에서도 우승에 실패하자 큰 충격을 받았다 .
미국	미국	NNP	B-LOC
은	은	JX	O
_	_	_	O
야심	야심	NNG	O
차	차	VV	O
게	게	EC	O
_	_	_	O
슈세프스	슈세프스+하	NNG+XSV	B-PER
키	기	ETN	I-PER
_	_	_	O
감독	감독	NNG	O
을	을	JKO	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
사령탑	사령탑	NNG	O
에	에	JKB	O
_	_	_	O
앉히	앉히	VV	O
고	고	EC	O
_	_	_	O
상비군	상비군	NNG	O
_	_	_	O
시스템	시스템	NNG	O
을	을	JKO	O
_	_	_	O
도입한	도입하+ㄴ	VV+ETM	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2006	2006	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
세계	세계	NNG	O
선수권	선수권	NNG	O
_	_	_	O
대회	대회	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
우승	우승	NNG	O
에	에	JKB	O
_	_	_	O
실패하	실패하	VV	O
자	자	EC	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
충격	충격	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 377
## 키드가 마지막으로 대표팀에 몸담았던 2000년 시드니올림픽에서 금메달을 거머쥐었다 .
## <키드:PER>가 마지막으로 대표팀에 몸담았던 <2000년:DAT> <시드니올림픽:POH>에서 금메달을 거머쥐었다 .
키드	키드	NNP	B-PER
가	가	JKS	O
_	_	_	O
마지막	마지막	NNG	O
으로	으로	JKB	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
에	에	JKB	O
_	_	_	O
몸담	몸담	VV	O
았	았	EP	O
던	던	ETM	O
_	_	_	O
2000	2000	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
시드니	시드니	NNP	B-POH
올림픽	올림픽	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
금메달	금메달	NNG	O
을	을	JKO	O
_	_	_	O
거머쥐	거머쥐	VV	O
었	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 378
## 2003년 신인드래프트 3인방은 그동안 두차례 세계 메이저 대회에 출전했으나 미국을 정상으로 이끌지는 못했다 .
## <2003년:DAT> 신인드래프트 <3인방:NOH>은 그동안 <두차례:NOH> 세계 메이저 대회에 출전했으나 <미국:ORG>을 정상으로 이끌지는 못했다 .
